ID,Category,Topic,Details,Location,Timestamp,Source
RES-20260851,Apiary Management,Traditional Log Hive Inspection,Colony Status: Strong. Queen laying pattern solid. Stores: 10kg honey. Mite count: 13/100 bees.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260852,Genetics,Queen Performance Metric,Lineage: Kakamega-Adaptive. Hygienic score: 98%. Brood viability: 97%. Temperament: Defensive.,Kakamega,2026-02-12,BeeYield University Research
RES-20260853,Disease,Nosema Apis,Pathogen: Microsporidian Fungi. Clinical Signs: Faecal streaking on front of hive; crawling bees. Recommended Protocol: Comb replacement; improved ventilation. Risk Level: Medium.,Makueni,2026-02-12,BeeYield University Research
RES-20260854,Harvesting,Eucalyptus Honey Harvest,Yield: 8.2kg per hive. Moisture content: 17.4%. HMF levels compliant. Extraction method: Centrifugal.,Makueni,2026-02-12,BeeYield University Research
RES-20260855,Sustainability,Sustainable Practice Implementation,Recycling old combs for candle making to reduce waste.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260856,Disease,Stonebrood,Pathogen: Aspergillus flavus. Clinical Signs: Larvae turn hard and greenish-yellow. Recommended Protocol: Remove infected combs; ensure dry hive conditions. Risk Level: Low.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260857,Harvesting,Baobab Honey Harvest,Yield: 7.1kg per hive. Moisture content: 15.6%. HMF levels compliant. Extraction method: Crush & Strain.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260858,Disease,European Foulbrood (EFB),Pathogen: Melissococcus plutonius. Clinical Signs: Larvae twisted/yellow; sour smell; spotty brood. Recommended Protocol: Oxytetracycline; Re-queening; Shook swarm. Risk Level: High.,Kitui,2026-02-12,BeeYield University Research
RES-20260859,Sustainability,Sustainable Practice Implementation,Recycling old combs for candle making to reduce waste.,Mombasa,2026-02-12,BeeYield University Research
RES-20260860,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 73%. Brood viability: 89%. Temperament: Docile.,Narok,2026-02-12,BeeYield University Research
RES-20260861,Sustainability,Sustainable Practice Implementation,Using swarm traps to capture local genetics instead of packaged bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260862,Apiary Management,Traditional Log Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 32kg honey. Mite count: 3/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20260863,Disease,Asian Hornet,Pathogen: Vespa velutina. Clinical Signs: Hawking behavior at entrance; pile of dead bees. Recommended Protocol: Trapping; Nest destruction; Electric harps. Risk Level: Critical.,Rift Valley,2026-02-12,BeeYield University Research
RES-20260864,Sustainability,Sustainable Practice Implementation,Solar wax melting to reduce energy consumption.,Baringo,2026-02-12,BeeYield University Research
RES-20260865,Harvesting,Macadamia Honey Harvest,Yield: 26.3kg per hive. Moisture content: 16.9%. HMF levels compliant. Extraction method: Crush & Strain.,Baringo,2026-02-12,BeeYield University Research
RES-20260866,Harvesting,Coffee Blossom Honey Harvest,Yield: 37.8kg per hive. Moisture content: 19.8%. HMF levels compliant. Extraction method: Crush & Strain.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260867,Harvesting,Avocado Honey Harvest,Yield: 49.8kg per hive. Moisture content: 17.4%. HMF levels compliant. Extraction method: Crush & Strain.,Kitui,2026-02-12,BeeYield University Research
RES-20260868,Disease,European Foulbrood (EFB),Pathogen: Melissococcus plutonius. Clinical Signs: Larvae twisted/yellow; sour smell; spotty brood. Recommended Protocol: Oxytetracycline; Re-queening; Shook swarm. Risk Level: High.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260869,Apiary Management,Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern spotty. Stores: 14kg honey. Mite count: 5/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260870,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern spotty. Stores: 18kg honey. Mite count: 5/100 bees.,Baringo,2026-02-12,BeeYield University Research
RES-20260871,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260872,Apiary Management,Flow Hive Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 37kg honey. Mite count: 21/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260873,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Kibwezi,2026-02-12,BeeYield University Research
RES-20260874,Disease,American Foulbrood (AFB),"Pathogen: Paenibacillus larvae. Clinical Signs: Sunken, perforated cappings; ropy slime; foul odor. Recommended Protocol: Burning of infected colonies; Terramycin (preventative). Risk Level: Critical.",Coastal Region,2026-02-12,BeeYield University Research
RES-20260875,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 2kg honey. Mite count: 23/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20260876,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Baringo,2026-02-12,BeeYield University Research
RES-20260877,Genetics,Queen Performance Metric,Lineage: Mombasa-Adaptive. Hygienic score: 97%. Brood viability: 93%. Temperament: Docile.,Mombasa,2026-02-12,BeeYield University Research
RES-20260878,Genetics,Queen Performance Metric,Lineage: Kisumu-Adaptive. Hygienic score: 79%. Brood viability: 84%. Temperament: Defensive.,Kisumu,2026-02-12,BeeYield University Research
RES-20260879,Disease,Tropilaelaps Mite,Pathogen: Tropilaelaps clareae. Clinical Signs: Similar to Varroa but faster reproduction; deformed brood. Recommended Protocol: Brood break; Formic Acid. Risk Level: Critical (Emerging).,Kibwezi,2026-02-12,BeeYield University Research
RES-20260880,Apiary Management,Langstroth Hive Inspection,Colony Status: Queenless. Queen laying pattern spotty. Stores: 18kg honey. Mite count: 12/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260881,Harvesting,Sunflower Honey Harvest,Yield: 58.0kg per hive. Moisture content: 17.8%. HMF levels compliant. Extraction method: Crush & Strain.,Narok,2026-02-12,BeeYield University Research
RES-20260882,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Baringo,2026-02-12,BeeYield University Research
RES-20260883,Harvesting,Canola Honey Harvest,Yield: 7.2kg per hive. Moisture content: 20.3%. HMF levels compliant. Extraction method: Crush & Strain.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260884,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern spotty. Stores: 30kg honey. Mite count: 22/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20260885,Harvesting,Canola Honey Harvest,Yield: 39.1kg per hive. Moisture content: 15.9%. HMF levels compliant. Extraction method: Drip.,Mombasa,2026-02-12,BeeYield University Research
RES-20260886,Apiary Management,Traditional Log Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 11kg honey. Mite count: 10/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260887,Harvesting,Baobab Honey Harvest,Yield: 55.1kg per hive. Moisture content: 21.9%. HMF levels compliant. Extraction method: Drip.,Narok,2026-02-12,BeeYield University Research
RES-20260888,Disease,Chronic Bee Paralysis Virus (CBPV),Pathogen: Virus. Clinical Signs: Trembling; hairless/shiny bees; crawling at entrance. Recommended Protocol: Reduce overcrowding; Re-queen. Risk Level: Medium.,Baringo,2026-02-12,BeeYield University Research
RES-20260889,Genetics,Queen Performance Metric,Lineage: Kisumu-Adaptive. Hygienic score: 72%. Brood viability: 99%. Temperament: Defensive.,Kisumu,2026-02-12,BeeYield University Research
RES-20260890,Disease,Small Hive Beetle (SHB),Pathogen: Aethina tumida. Clinical Signs: Fermented honey; slimy combs; larvae tunneling. Recommended Protocol: Beetle traps; Soil drench; Strong colonies. Risk Level: High (Warm climates).,Coastal Region,2026-02-12,BeeYield University Research
RES-20260891,Sustainability,Sustainable Practice Implementation,Recycling old combs for candle making to reduce waste.,Mombasa,2026-02-12,BeeYield University Research
RES-20260892,Apiary Management,Flow Hive Hive Inspection,Colony Status: Average. Queen laying pattern solid. Stores: 15kg honey. Mite count: 16/100 bees.,Mombasa,2026-02-12,BeeYield University Research
RES-20260893,Apiary Management,Top Bar Hive Inspection,Colony Status: Queenless. Queen laying pattern solid. Stores: 30kg honey. Mite count: 17/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20260894,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 72%. Brood viability: 88%. Temperament: Aggressive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260895,Sustainability,Sustainable Practice Implementation,Crop rotation with legumes to boost soil N and nectar.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260896,Apiary Management,Traditional Log Hive Inspection,Colony Status: Average. Queen laying pattern spotty. Stores: 16kg honey. Mite count: 24/100 bees.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260897,Apiary Management,Langstroth Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 27kg honey. Mite count: 4/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260898,Apiary Management,Warre Hive Inspection,Colony Status: Critical. Queen laying pattern solid. Stores: 9kg honey. Mite count: 16/100 bees.,Aberdares,2026-02-12,BeeYield University Research
RES-20260899,Harvesting,Avocado Honey Harvest,Yield: 6.6kg per hive. Moisture content: 17.3%. HMF levels compliant. Extraction method: Drip.,Kitui,2026-02-12,BeeYield University Research
RES-20260900,Disease,Pesticide Poisoning,Pathogen: Chemical Toxicity. Clinical Signs: Dead bees with extended tongues (probiscis); spinning. Recommended Protocol: Move hives; feed sugar syrup to dilute toxin. Risk Level: Critical.,Mombasa,2026-02-12,BeeYield University Research
RES-20260901,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260902,Genetics,Queen Performance Metric,Lineage: Baringo-Adaptive. Hygienic score: 84%. Brood viability: 81%. Temperament: Aggressive.,Baringo,2026-02-12,BeeYield University Research
RES-20260903,Harvesting,Canola Honey Harvest,Yield: 58.7kg per hive. Moisture content: 18.4%. HMF levels compliant. Extraction method: Crush & Strain.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260904,Harvesting,Sunflower Honey Harvest,Yield: 56.4kg per hive. Moisture content: 17.1%. HMF levels compliant. Extraction method: Centrifugal.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260905,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 77%. Brood viability: 78%. Temperament: Docile.,Kitui,2026-02-12,BeeYield University Research
RES-20260906,Apiary Management,Warre Hive Inspection,Colony Status: Queenless. Queen laying pattern spotty. Stores: 15kg honey. Mite count: 3/100 bees.,Rift Valley,2026-02-12,BeeYield University Research
RES-20260907,Sustainability,Sustainable Practice Implementation,Solar wax melting to reduce energy consumption.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260908,Harvesting,Avocado Honey Harvest,Yield: 17.0kg per hive. Moisture content: 21.4%. HMF levels compliant. Extraction method: Centrifugal.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260909,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Baringo,2026-02-12,BeeYield University Research
RES-20260910,Genetics,Queen Performance Metric,Lineage: Coastal Region-Adaptive. Hygienic score: 93%. Brood viability: 87%. Temperament: Docile.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260911,Genetics,Queen Performance Metric,Lineage: Mombasa-Adaptive. Hygienic score: 99%. Brood viability: 75%. Temperament: Aggressive.,Mombasa,2026-02-12,BeeYield University Research
RES-20260912,Disease,Asian Hornet,Pathogen: Vespa velutina. Clinical Signs: Hawking behavior at entrance; pile of dead bees. Recommended Protocol: Trapping; Nest destruction; Electric harps. Risk Level: Critical.,Baringo,2026-02-12,BeeYield University Research
RES-20260913,Harvesting,Lavender Honey Harvest,Yield: 42.2kg per hive. Moisture content: 18.9%. HMF levels compliant. Extraction method: Drip.,Makueni,2026-02-12,BeeYield University Research
RES-20260914,Genetics,Queen Performance Metric,Lineage: Mount Kenya-Adaptive. Hygienic score: 76%. Brood viability: 83%. Temperament: Aggressive.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260915,Sustainability,Sustainable Practice Implementation,Using swarm traps to capture local genetics instead of packaged bees.,Kakamega,2026-02-12,BeeYield University Research
RES-20260916,Apiary Management,Langstroth Hive Inspection,Colony Status: Swarming. Queen laying pattern spotty. Stores: 33kg honey. Mite count: 4/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20260917,Genetics,Queen Performance Metric,Lineage: Mount Kenya-Adaptive. Hygienic score: 80%. Brood viability: 79%. Temperament: Docile.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20260918,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 83%. Brood viability: 79%. Temperament: Defensive.,Kitui,2026-02-12,BeeYield University Research
RES-20260919,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 95%. Brood viability: 92%. Temperament: Aggressive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20260920,Apiary Management,Top Bar Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 4kg honey. Mite count: 12/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20260921,Sustainability,Sustainable Practice Implementation,Maintaining 20% natural habitat buffer zones.,Kakamega,2026-02-12,BeeYield University Research
RES-20260922,Sustainability,Sustainable Practice Implementation,Planting indigenous bee-friendly flora strips (3m width).,Kibwezi,2026-02-12,BeeYield University Research
RES-20260923,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Aberdares,2026-02-12,BeeYield University Research
RES-20260924,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 87%. Brood viability: 78%. Temperament: Docile.,Kitui,2026-02-12,BeeYield University Research
RES-20260925,Apiary Management,Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern solid. Stores: 9kg honey. Mite count: 6/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20260926,Harvesting,Acacia Honey Harvest,Yield: 34.9kg per hive. Moisture content: 21.8%. HMF levels compliant. Extraction method: Centrifugal.,Mombasa,2026-02-12,BeeYield University Research
